src,dst,similarity
218,61,0.9526552580242298
218,82,0.9579197624054783
218,171,0.9633166846767713
218,268,0.9542966133009413
218,453,0.9524388347959796
218,513,0.9563073483980257
218,541,0.9524006336089422
218,552,0.9501635003534548
218,584,0.9632684057775636
218,588,0.9721988015280021
218,625,0.9564399558452222
218,925,0.9726220709335398
218,1117,0.9501613859526691
218,1231,0.9581443675212021
218,1261,0.9517218823709552
218,1265,0.9579620958793095
228,693,0.9544426030602695
230,272,0.9529423117263374
230,574,0.9543396296986552
230,584,0.9549708483502266
230,595,0.9504973890312278
230,705,0.9694465446007903
231,541,0.9510793844313074
231,897,0.9510222771784874
232,198,0.9503822752625758
232,1137,0.9542953838534421
233,82,0.9504216351044383
233,1233,0.9599339938994603
237,268,0.9507277573489087
237,869,0.9538049182083792
240,241,0.9591510035349549
241,240,0.9591510035349549
244,1156,0.9517798072086668
246,540,0.9553338283886695
246,764,0.9630577594201015
246,899,0.9505929243475506
246,1205,0.95478442206687
246,1239,0.9586536224569369
248,628,0.9576431759557426
256,55,0.9553629220711877
256,360,0.9561870022928605
256,373,0.956068404618082
256,474,0.9624034945980716
256,1045,0.9604636400794588
256,1065,0.9515941977846698
258,201,0.9592024206395616
258,997,0.966346778652183
259,6,0.9578480816300617
259,73,0.9626709031785597
259,81,0.9507747093308244
259,82,0.9663176392124734
259,131,0.9544873156421809
259,142,0.9570846120809176
259,196,0.9556558598490225
259,268,0.9630219505334532
259,325,0.9704688580596113
259,341,0.9563883326502338
259,404,0.9676835335847411
259,537,0.960858556541118
259,541,0.9711368744054474
259,584,0.9589956820930741
259,587,0.9646376255731919
259,588,0.9604281613709825
259,595,0.9629498639683344
259,628,0.9636974854310978
259,766,0.9654055232237411
259,792,0.9628803928505061
259,898,0.9567510842193445
259,944,0.9607029381839559
259,1045,0.951818196392309
259,1064,0.9502962467945674
259,1180,0.9600001388624695
259,1193,0.9544587540125496
259,1236,0.9574017452577727
261,559,0.9536358234559265
261,886,0.9544471912075198
261,913,0.9576749458478664
262,383,0.9689381102590141
264,1091,0.9547675522469481
268,73,0.9511843603344793
268,82,0.9692347312030384
268,131,0.95114170397361
268,160,0.9553737878312675
268,218,0.9542966133009413
268,237,0.9507277573489087
268,259,0.9630219505334532
268,298,0.9621771971026266
268,404,0.9503237063743755
268,498,0.9568861298083796
268,506,0.9579342049026182
268,513,0.9512983956606248
268,537,0.9663326633333307
268,540,0.9561016328162577
268,541,0.9815827213063316
268,552,0.9713895484109438
268,554,0.9502869739108214
268,584,0.963216275521379
268,587,0.961083667391968
268,588,0.9563021693044282
268,595,0.9627355115283798
268,628,0.9502561945777777
268,643,0.9501572493823949
268,644,0.9502720390750359
268,749,0.955422798533168
268,763,0.9569958306057628
268,766,0.9666417499284794
268,792,0.965325115260619
268,827,0.9526840757272397
268,881,0.9538377641834345
268,898,0.9574392587215378
268,925,0.9519316361203894
268,928,0.9603603630105536
268,944,0.9561109865530881
268,1022,0.9712790827608045
268,1137,0.9517161666010137
268,1169,0.9508231734832369
268,1186,0.9503561661856135
268,1236,0.9675427208305108
268,1261,0.9565664003692806
270,46,0.9541471569079101
270,896,0.9562651905301397
272,230,0.9529423117263374
272,278,0.9508661547989697
272,1184,0.9534859209281029
278,272,0.9508661547989697
280,1,0.9569020683327998
280,6,0.9664919540417708
280,82,0.9627590842058523
280,298,0.9600356801485784
280,350,0.9776399300689619
280,373,0.9619364200105732
280,404,0.9591446996803246
280,463,0.9570243923519038
280,474,0.9547828465291501
280,519,0.9523573275427515
280,537,0.9616061776849303
280,541,0.9608296530746302
280,584,0.9626245922243944
280,587,0.9788515003737877
280,609,0.950913714041628
280,625,0.9571320356887519
280,643,0.9762970881076221
280,735,0.9759258563230238
280,762,0.9544578556931732
280,792,0.9577471028202544
280,869,0.967825593569786
280,925,0.953429775777027
280,944,0.9746236690141784
280,997,0.9661752126450152
280,1018,0.9538075941372204
280,1019,0.9545839556541171
280,1022,0.9524555334507459
280,1117,0.9508692801700034
280,1233,0.9658936703029751
280,1236,0.9720232825270942
280,1299,0.9582452917307545
287,147,0.9543395594482469
294,18,0.9514414610577969
294,839,0.959020472539138
298,82,0.9568465595994052
298,268,0.9621771971026266
298,280,0.9600356801485784
298,506,0.9565135356781118
298,541,0.9534581849499595
298,595,0.9507294879408155
298,643,0.9539415258600215
298,705,0.953810388893685
298,762,0.9561207429523856
298,1132,0.9556567834848213
298,1236,0.9525550862605868
300,584,0.9565520438758367
300,1137,0.9556689778363239
301,23,0.9574361333201995
301,82,0.9528648343716998
301,537,0.9551707794846735
301,584,0.9579683592407225
301,819,0.9506409794320134
301,1064,0.9505552787735073
301,1249,0.9557096795858123
301,1261,0.9512998252917273
301,1279,0.9546750903252229
303,595,0.9544644428870416
303,609,0.9510565718226787
303,1198,0.952780926718831
303,1236,0.960790171445626
304,539,0.9537946687099028
304,687,0.9538878061985047
304,1107,0.9553336482493068
304,1110,0.959146021068721
304,1115,0.9516143642896437
304,1266,0.9573567021841355
310,765,0.9668172793577339
313,839,0.9602285343034737
316,474,0.9578156777515517
319,131,0.9504282974566071
319,351,0.9514792103341682
319,1154,0.9654433565883445
324,376,0.9517312941717361
325,135,0.9607355913366118
325,259,0.9704688580596113
325,541,0.9581804279062546
325,588,0.9516032319039721
325,628,0.9656826452152514
325,792,0.9573469543987276
326,1296,0.9516710097342801
327,18,0.9574092948121941
327,468,0.9528811741892241
327,1087,0.9507851956653222
327,1289,0.952775963219527
328,85,0.9523575806808989
330,635,0.962623338493777
330,781,0.9632586581397308
331,417,0.9601868634213444
331,1034,0.959411858835663
331,1132,0.9545059260830264
331,1166,0.9599057968847503
331,1193,0.9537230490981785
332,1072,0.9555433143366306
334,743,0.9594766543693961
334,1195,0.9602370376356547
339,6,0.9560469401205195
339,57,0.9521582446087452
339,82,0.9698127804795317
339,139,0.9557609372020658
339,163,0.9652654207634436
339,478,0.952061253153288
339,537,0.9554517814279133
339,541,0.9514994463399356
339,584,0.9670992717755365
339,595,0.9593107773766154
339,762,0.9545605848182223
339,944,0.9509432044017005
339,1236,0.9543239037515718
341,82,0.9603126335672927
341,109,0.9606562722641423
341,112,0.9628635519050064
341,131,0.9745301355829096
341,163,0.9551742974484996
341,259,0.9563883326502338
341,584,0.9653745607387314
341,588,0.9574672585909253
341,595,0.9629906320885219
341,925,0.9568589538427493
341,1091,0.9567195038688001
341,1162,0.9522802926321263
341,1193,0.9534019487160379
343,131,0.9635348101778863
345,6,0.956438250975529
345,506,0.9650103159568032
345,584,0.9508211820602747
345,587,0.9520909636831572
345,792,0.9740628444991388
345,1154,0.9597455842666909
345,1256,0.9603232258842707
348,48,0.9513086359602864
348,463,0.9532819465877109
348,474,0.9520389172397956
348,498,0.9525192588567616
348,523,0.9564779720888862
348,584,0.9536491341442873
348,587,0.9531338179609928
348,766,0.9542826799803539
348,1170,0.9562866005112935
348,1186,0.9580432179213186
348,1271,0.9549379456416157
349,1238,0.9539967136563532
349,1252,0.9601337250944119
350,6,0.9686053837071976
350,198,0.9576965582795577
350,280,0.9776399300689619
350,373,0.9755360127606282
350,404,0.9560287677085111
350,474,0.9514464923877899
350,541,0.9532205214410716
350,587,0.9724798941492329
350,643,0.9577645109641791
350,735,0.9778915401294923
350,898,0.959706719039727
350,899,0.9578100719940104
350,944,0.9600592970030744
350,1086,0.9500592535851664
350,1186,0.9562504159884493
350,1233,0.9551418559959912
350,1236,0.9547822986519485
350,1288,0.9545526018328403
350,1289,0.9510335307525379
350,1295,0.9550144562179687
351,319,0.9514792103341682
356,579,0.9502447175031221
360,55,0.9549306789221412
360,256,0.9561870022928605
360,582,0.9504523859671787
362,716,0.9506947056269014
362,1205,0.9576605724108456
364,498,0.9518317298131086
364,782,0.9516066878201552
365,1216,0.9562207799841644
367,982,0.9607520438509576
373,256,0.956068404618082
373,280,0.9619364200105732
373,350,0.9755360127606282
373,430,0.9509678724490308
373,587,0.9656329118382078
373,644,0.9500745908143643
373,735,0.9529137807083665
373,898,0.9504249331431169
373,925,0.9511900859387746
373,1047,0.9714759501207636
373,1065,0.9538578644776003
373,1233,0.9629492349209731
373,1236,0.9524736707228401
373,1289,0.9657476355865889
376,82,0.9508872990032631
376,324,0.9517312941717361
376,609,0.9621303699846488
376,914,0.9551038079990991
380,68,0.962077495055078
380,124,0.9519940696170718
380,823,0.9548740362061586
383,262,0.9689381102590141
384,537,0.9548596657147075
384,1233,0.9560662432398579
385,1068,0.9538427241266646
385,1261,0.9589593809511402
388,107,0.9712070685104228
388,944,0.9542951110937703
388,1002,0.9658571363269013
388,1236,0.951501534417589
389,731,0.9532624799323727
389,1091,0.9548051839302892
390,826,0.9510504333553083
390,831,0.9535445847613595
393,92,0.9521385294671055
393,641,0.9667969659309514
393,691,0.9513177554661555
393,1233,0.9676272831772909
402,687,0.9650831643647141
403,12,0.9561658805193672
403,96,0.9541438840339392
403,648,0.9601070161788124
403,887,0.9507474987828778
403,1070,0.9706949913744677
404,73,0.9598026994964342
404,82,0.9623483875308798
404,96,0.9511612298666394
404,259,0.9676835335847411
404,268,0.9503237063743755
404,280,0.9591446996803246
404,350,0.9560287677085111
404,541,0.9558128382360965
404,587,0.970681482882029
404,595,0.9544158970528154
404,656,0.9649655335461292
404,691,0.9627604239428288
404,770,0.9670613919388582
404,792,0.9637165713617957
404,876,0.9532863536198506
404,898,0.9686174496364678
404,914,0.9547822279373726
404,997,0.9623201171078525
404,1045,0.9539893420447623
404,1047,0.9603107355248508
404,1180,0.95290918130275
404,1216,0.9511159512777504
404,1233,0.9596360497755122
404,1236,0.9675333546015563
404,1299,0.953933286857175
406,588,0.9505265911446638
406,1117,0.9500584135796324
408,1159,0.9597200461070078
417,331,0.9601868634213444
417,733,0.9601363079775213
427,769,0.959030753998222
427,1026,0.9501238924338977
427,1110,0.9542779943331138
430,373,0.9509678724490308
430,536,0.9529708553159283
430,1065,0.9512939447880169
430,1263,0.9575779930541761
431,1228,0.9503429189551422
435,625,0.9530859135980171
435,699,0.9624466786726685
438,1137,0.9533910935138099
438,1261,0.9585991792620542
453,107,0.9512934928407372
453,171,0.9525876417668524
453,218,0.9524388347959796
453,588,0.9603621648834333
453,1173,0.9516729035275446
453,1231,0.9522258626756758
458,537,0.9557926976702691
458,792,0.9506743381416842
459,1030,0.967857180827814
460,482,0.9639773628516589
460,803,0.959319896311549
461,498,0.9573557499478701
461,540,0.9515828546030157
461,541,0.9605556474528725
461,584,0.9535258655645074
461,625,0.9612689225370605
461,797,0.9540778324654907
461,1022,0.9510803467674683
461,1127,0.9572806374120081
461,1219,0.9601063235338355
461,1231,0.9704276188943316
461,1237,0.953208675162029
461,1239,0.9640237469068474
462,1088,0.9623601836126522
463,6,0.9585969635136617
463,82,0.9531258659286838
463,280,0.9570243923519038
463,348,0.9532819465877109
463,519,0.961451724701427
463,524,0.9621755048417945
463,584,0.970687419235355
463,587,0.9612613358415592
463,609,0.966503749369269
463,766,0.9603100580766336
463,944,0.9714013400416915
463,1019,0.9541429281778934
463,1186,0.9533247833305031
463,1249,0.952824881027471
466,643,0.9528409338812973
468,327,0.9528811741892241
468,1180,0.9554025516226053
474,31,0.951308053990615
474,48,0.9518331039114679
474,146,0.9517280142392028
474,256,0.9624034945980716
474,280,0.9547828465291501
474,316,0.9578156777515517
474,348,0.9520389172397956
474,350,0.9514464923877899
474,643,0.9525838233732999
474,720,0.9571405284811058
474,925,0.950312680102117
474,967,0.9529980736750335
474,1063,0.9532748493521442
474,1065,0.9550573266171561
474,1105,0.9556855100332289
474,1186,0.9655758947455667
474,1245,0.9531657258124078
474,1271,0.9654722409654111
476,661,0.9516493505630355
478,339,0.952061253153288
482,460,0.9639773628516589
482,803,0.9504573650661554
498,73,0.9652842562320961
498,82,0.9549421126573729
498,146,0.960305377553521
498,268,0.9568861298083796
498,348,0.9525192588567616
498,364,0.9518317298131086
498,461,0.9573557499478701
498,540,0.9585620440864995
498,541,0.9647840909125016
498,584,0.9559759322196539
498,643,0.9504865621423272
498,731,0.9583546910197068
498,762,0.9527735456776408
498,782,0.9617046216039923
498,881,0.9612389588382344
498,1117,0.9517890551380611
498,1170,0.9557024866048983
498,1186,0.9504181759215079
498,1236,0.953427726276168
498,1299,0.9514281307638619
499,705,0.9536990620584775
499,728,0.9542060399840165
502,685,0.958494248691118
502,848,0.9552110420821674
504,507,0.9506666626900456
506,6,0.9506763783946054
506,82,0.9708983598948738
506,268,0.9579342049026182
506,298,0.9565135356781118
506,345,0.9650103159568032
506,537,0.9584105027354927
506,541,0.9626099678672976
506,584,0.9669675307348384
506,587,0.9575113014052745
506,595,0.9563608665229506
506,630,0.958230489390775
506,656,0.9568025600514499
506,792,0.963986063255753
506,833,0.9542089713211346
506,881,0.9521850148073202
506,1022,0.9595736106137902
506,1236,0.9633619880833343
506,1256,0.9575566200392929
506,1261,0.969073162186848
507,504,0.9506666626900456
509,516,0.9690285190868428
513,218,0.9563073483980257
513,268,0.9512983956606248
513,925,0.9609275211399284
516,509,0.9690285190868428
516,1131,0.9529763553685602
518,519,0.9724304184427551
518,520,0.9777640606170456
518,524,0.9866927974478765
518,1298,0.9568293137758621
519,280,0.9523573275427515
519,463,0.961451724701427
519,518,0.9724304184427551
519,520,0.98985802477685
519,524,0.9839644609491419
519,869,0.9520696473038682
520,518,0.9777640606170456
520,519,0.98985802477685
520,524,0.987185689004961
520,1133,0.9510486130459459
521,529,0.950353276951932
521,777,0.953028120688203
523,81,0.9701106253936252
523,175,0.9711315006426606
523,348,0.9564779720888862
523,541,0.9521232387712486
523,766,0.9529895241956126
523,777,0.9500995891783722
523,910,0.9646441651476216
523,1002,0.9653766059054324
524,463,0.9621755048417945
524,518,0.9866927974478765
524,519,0.9839644609491419
524,520,0.987185689004961
524,869,0.9523606204404349
524,880,0.9514833071618338
524,1298,0.9628937793443577
529,521,0.950353276951932
529,613,0.9578717892434109
529,777,0.9519733574572468
533,792,0.9573197651489853
533,1115,0.9501898497278252
533,1202,0.9698900200084877
535,833,0.9534243411011606
536,430,0.9529708553159283
537,6,0.9694831585397952
537,34,0.9520717405457826
537,46,0.9542974590588027
537,48,0.9529879314080647
537,57,0.9511076453313496
537,74,0.9635774190513601
537,82,0.9729183792312653
537,131,0.9598333181020566
537,160,0.9595254005115822
537,259,0.960858556541118
537,268,0.9663326633333307
537,280,0.9616061776849303
537,301,0.9551707794846735
537,339,0.9554517814279133
537,384,0.9548596657147075
537,458,0.9557926976702691
537,506,0.9584105027354927
537,541,0.9843747673253376
537,552,0.9547534573574141
537,584,0.9736950533206369
537,587,0.9779473682788372
537,588,0.9680505330331832
537,595,0.966138300728899
537,625,0.9512144691307313
537,733,0.9526779251205059
537,774,0.9604424723768127
537,777,0.9531247520729617
537,792,0.9727008535862942
537,881,0.95657415649491
537,944,0.9704137858505852
537,1022,0.9700039057808795
537,1064,0.9596985272865758
537,1127,0.9506046222365383
537,1154,0.9593343018546245
537,1166,0.9708150651195266
537,1193,0.9500929271422605
537,1198,0.9510981037158117
537,1231,0.950108809403209
537,1233,0.958680685039978
537,1236,0.9823631692254216
537,1241,0.9549540892698685
537,1261,0.9507070288320963
539,304,0.9537946687099028
539,672,0.9548340857814015
540,246,0.9553338283886695
540,268,0.9561016328162577
540,461,0.9515828546030157
540,498,0.9585620440864995
540,541,0.953861327483055
540,552,0.9598215496161931
540,1205,0.9737054052939369
540,1245,0.9555868473091054
541,6,0.9670311309886417
541,57,0.9510407432482308
541,73,0.956963391995112
541,74,0.9601585285148706
541,81,0.952878282941052
541,82,0.9794696075262028
541,93,0.960470694307832
541,131,0.9645943675040252
541,218,0.9524006336089422
541,231,0.9510793844313074
541,259,0.9711368744054474
541,268,0.9815827213063316
541,280,0.9608296530746302
541,298,0.9534581849499595
541,325,0.9581804279062546
541,339,0.9514994463399356
541,350,0.9532205214410716
541,404,0.9558128382360965
541,461,0.9605556474528725
541,498,0.9647840909125016
541,506,0.9626099678672976
541,523,0.9521232387712486
541,537,0.9843747673253376
541,540,0.953861327483055
541,552,0.9707324405179691
541,583,0.9564748887890769
541,584,0.9743100901526045
541,587,0.9737882209030227
541,588,0.9609798962354537
541,595,0.9665208381179252
541,625,0.9522695760146951
541,628,0.9535442689452794
541,643,0.9599000929226411
541,763,0.9597369814169041
541,766,0.9602083841693734
541,774,0.9521079813988907
541,777,0.9526783672289878
541,792,0.9733888600121586
541,881,0.96036462564513
541,898,0.9510981774946055
541,944,0.9723797405629054
541,1022,0.9744318280770978
541,1127,0.9541397731678972
541,1154,0.9680680139741721
541,1166,0.9598604435759964
541,1169,0.9543584635697955
541,1193,0.9529748981933714
541,1198,0.9547636001154733
541,1219,0.9698423875338125
541,1231,0.9521636937317365
541,1233,0.9560113514743885
541,1236,0.9801412099917949
541,1275,0.9525488613263805
544,627,0.952080005405612
546,584,0.9594249599665947
546,848,0.9554042168698409
550,997,0.952442510692795
550,1077,0.9513055005420806
550,1098,0.9577153761178508
551,696,0.9514979679274899
552,74,0.9629424275654266
552,82,0.9532257311954093
552,131,0.963556246773211
552,198,0.9509031063379613
552,218,0.9501635003534548
552,268,0.9713895484109438
552,537,0.9547534573574141
552,540,0.9598215496161931
552,541,0.9707324405179691
552,584,0.9532550505261134
552,595,0.9540132868599805
552,687,0.9524935034481509
552,792,0.960517893132976
