ID,PageRank,Component
691,6.423855656902077,0
727,0.7455336297490416,77309411361
2772,0.7455336297490416,137438953476
1584,0.7455336297490416,146028888066
3914,0.7455336297490416,146028888086
3148,0.7455336297490416,206158430228
3391,0.7455336297490416,231928233998
5437,0.7455336297490416,257698037791
6203,0.7455336297490416,335007449116
1593,0.7455336297490416,377957122049
503,0.7455336297490416,412316860436
6368,0.7455336297490416,429496729640
3221,0.7455336297490416,463856467978
5836,0.7455336297490416,532575944733
798,4.703589514158004,661424963617
4374,0.7455336297490416,695784701974
5342,0.7455336297490416,721554505749
1533,0.7455336297490416,790273982468
3485,0.7455336297490416,798863917073
5435,0.7455336297490416,884763263008
1603,0.7455336297490416,936302870530
1244,0.7455336297490416,1013612281857
4996,0.7455336297490416,1013612281883
2919,0.7455336297490416,1039382085640
3331,0.7455336297490416,1228360646667
165,0.7455336297490416,1348619730949
3263,0.7455336297490416,1348619730952
1687,0.7455336297490416,1477468749826
1335,0.7455336297490416,1511828488195
2539,0.7455336297490416,1554778161163
2542,0.7455336297490416,1571958030342
2698,0.7455336297490416,1614907703302
3979,0.7455336297490416,1700807049230
2530,0.7455336297490416,17179869191
975,0.7455336297490416,51539607590
1100,0.7455336297490416,128849018880
4817,0.7455336297490416,146028888093
5653,0.7455336297490416,223338299414
1804,0.7455336297490416,266287972355
1357,0.7455336297490416,283467841538
4160,0.7455336297490416,429496729626
745,0.7455336297490416,472446402592
1238,2.603662361111304,0
3351,0.7455336297490416,532575944719
5380,0.7455336297490416,721554505750
5417,0.7455336297490416,764504178712
4946,0.7455336297490416,798863917083
1527,0.7455336297490416,833223655426
2152,0.7455336297490416,850403524615
3806,0.7455336297490416,901943132177
963,0.7455336297490416,901943132199
3961,0.7455336297490416,936302870541
4917,0.7455336297490416,996432412689
4344,0.7455336297490416,1005022347285
4783,0.7455336297490416,1005022347287
731,4.0244170644954975,0
6042,0.7455336297490416,1176821039126
538,0.7455336297490416,1228360646673
5664,0.7455336297490416,1305670058007
2476,0.7455336297490416,1331439861766
5272,0.7455336297490416,1382979469334
63,0.7455336297490416,1400159338523
1249,5.092377913954762,0
1055,0.7455336297490416,1589137899520
4520,0.7455336297490416,1632087572503
3223,0.7455336297490416,1666447310862
5877,0.7455336297490416,1709396983828
1539,0.7455336297490416,94489280520
6403,0.7455336297490416,137438953500
970,0.7455336297490416,154618822683
4930,0.7455336297490416,283467841566
1514,0.7455336297490416,309237645314
528,0.7455336297490416,317827579934
1494,0.7455336297490416,386547056642
4590,0.7455336297490416,489626271757
5690,0.7455336297490416,515396075543
2833,0.7455336297490416,523986010123
2376,0.7455336297490416,575525617669
5271,0.7455336297490416,773094113299
1441,0.7455336297490416,867583393794
2574,0.7455336297490416,1013612281866
1672,0.7455336297490416,1082331758595
3968,0.7455336297490416,1125281431570
2070,0.7455336297490416,1133871366151
5774,0.7455336297490416,1185410973727
2071,0.7455336297490416,1211180777477
2021,0.7455336297490416,1245540515846
1848,0.7455336297490416,1297080123395
1985,0.7455336297490416,1297080123397
5800,0.7455336297490416,1391569403924
1542,0.7455336297490416,1443109011464
2790,0.7455336297490416,1443109011469
2750,0.7455336297490416,1451698946054
6082,0.7455336297490416,1494648619038
2916,0.7455336297490416,1571958030344
1091,9.182086024971545,0
3750,0.7455336297490416,1657857376270
1840,0.7455336297490416,1675037245445
125,0.7455336297490416,8589934592
1500,0.7455336297490416,34359738369
3241,0.7455336297490416,42949672976
468,1.9912282635478138,0
406,1.6051906824096536,0
5415,0.7455336297490416,163208757280
3087,0.7455336297490416,206158430226
6219,0.7455336297490416,206158430245
3692,0.7455336297490416,369367187470
3793,0.7455336297490416,369367187471
1592,0.7455336297490416,420906795010
2206,0.7455336297490416,438086664195
5384,0.7455336297490416,455266533402
1134,0.7455336297490416,618475290624
4319,0.7455336297490416,652835029011
1023,0.7455336297490416,678604832768
2198,0.7455336297490416,773094113284
3925,0.7455336297490416,876173328395
1449,0.7455336297490416,884763262979
2619,0.7455336297490416,927712935947
1558,0.7455336297490416,970662608897
122,0.7455336297490416,979252543489
4002,0.7455336297490416,1005022347281
1122,0.7455336297490416,1022202216448
4056,0.7455336297490416,1065151889419
6174,0.7455336297490416,1142461300771
6231,0.7455336297490416,1168231104531
5241,0.7455336297490416,1314259992597
5650,0.7455336297490416,1400159338518
4578,0.7455336297490416,1425929142293
417,1.861511628439587,0
508,0.7455336297490416,1529008357395
1873,0.7455336297490416,1571958030340
942,0.7455336297490416,1614907703328
2040,0.7455336297490416,1683627180036
4937,0.7455336297490416,19
1536,0.7455336297490416,266287972353
3315,0.7455336297490416,283467841552
5627,0.7455336297490416,309237645339
4258,0.7455336297490416,360777252884
4682,0.7455336297490416,360777252887
3255,0.7455336297490416,395136991243
5349,0.7455336297490416,403726925846
2646,0.7455336297490416,438086664198
4563,0.7455336297490416,506806140947
3609,0.7455336297490416,523986010126
2512,0.7455336297490416,618475290637
4436,0.7455336297490416,644245094411
5902,0.7455336297490416,670014898196
4677,0.7455336297490416,678604832800
194,0.7455336297490416,721554505733
5364,0.7455336297490416,747324309531
349,4.4255884723762104,0
4029,0.7455336297490416,944892805134
3222,0.7455336297490416,962072674311
5581,0.7455336297490416,1159641169954
2565,0.7455336297490416,1219770712073
6197,0.7455336297490416,1314259992599
1189,3.3252575076131548,0
3413,0.7455336297490416,1503238553614
5504,0.7455336297490416,1597727834132
5705,0.7455336297490416,1649267441692
814,0.7455336297490416,1649267441698
1090,3.092689427954634,0
3949,0.7455336297490416,17179869201
3408,0.7455336297490416,51539607568
4165,0.7455336297490416,77309411343
5714,0.7455336297490416,94489280536
4808,0.7455336297490416,171798691862
1300,1.2251544997053434,0
1678,0.7455336297490416,197568495620
6313,0.7455336297490416,197568495640
1510,0.7455336297490416,206158430210
1877,0.7455336297490416,309237645316
953,0.7455336297490416,377957122073
4517,0.7455336297490416,386547056664
1659,0.7455336297490416,472446402563
2157,0.7455336297490416,498216206342
5979,0.7455336297490416,523986010139
3536,0.7455336297490416,541165879314
3864,0.7455336297490416,549755813904
5919,0.7455336297490416,549755813918
268,20.035229753680415,0
4139,0.7455336297490416,764504178702
4571,0.7455336297490416,764504178707
3746,0.7455336297490416,781684047886
6211,0.7455336297490416,807453851675
4400,0.7455336297490416,919123001360
1617,0.7455336297490416,944892805121
673,0.7455336297490416,1039382085657
5947,0.7455336297490416,1056561954845
759,0.7455336297490416,1065151889433
5955,0.7455336297490416,1125281431582
3430,0.7455336297490416,1211180777486
5113,0.7455336297490416,1297080123413
36,0.7455336297490416,1322849927184
4287,0.7455336297490416,1408749273111
2730,0.7455336297490416,1546188226566
5466,0.7455336297490416,1589137899543
192,0.7455336297490416,1640677507080
4236,0.7455336297490416,25769803790
3933,0.7455336297490416,128849018891
3583,0.7455336297490416,137438953480
5730,0.7455336297490416,171798691863
4264,0.7455336297490416,188978561044
4235,0.7455336297490416,206158430234
2380,0.7455336297490416,240518168589
22,0.7455336297490416,249108103177
5443,0.7455336297490416,335007449110
825,0.7455336297490416,395136991265
2473,0.7455336297490416,584115552265
3151,0.7455336297490416,601295421448
4058,0.7455336297490416,644245094409
1216,2.6881557483872336,0
5951,0.7455336297490416,670014898197
201,3.70078026389117,0
4257,0.7455336297490416,687194767378
1883,0.7455336297490416,738734374916
1790,0.7455336297490416,790273982469
4041,0.7455336297490416,790273982480
233,1.5917353348122611,0
1116,4.703589514158004,919123001344
3755,0.7455336297490416,962072674314
1886,0.7455336297490416,1013612281860
896,2.1722038614282106,0
141,0.7455336297490416,1125281431554
4528,0.7455336297490416,1159641169944
3569,0.7455336297490416,1185410973710
5697,0.7455336297490416,1185410973726
4129,0.7455336297490416,1202590842895
6416,0.7455336297490416,1254130450456
859,0.7455336297490416,1271310319647
3440,0.7455336297490416,1279900254224
4724,0.7455336297490416,1322849927193
2208,0.7455336297490416,1434519076870
2003,0.7455336297490416,1632087572484
42,0.7455336297490416,128849018893
3720,0.7455336297490416,188978561037
5210,0.7455336297490416,223338299412
4703,0.7455336297490416,257698037781
726,0.7455336297490416,343597383706
2841,0.7455336297490416,438086664201
2900,0.7455336297490416,549755813897
2763,0.7455336297490416,566935683083
978,0.7455336297490416,704374636578
4711,0.7455336297490416,773094113295
4763,0.7455336297490416,781684047890
5276,0.7455336297490416,841813590041
3141,0.7455336297490416,884763262993
612,0.7455336297490416,987842478112
4927,0.7455336297490416,1073741824024
3831,0.7455336297490416,1219770712087
6365,0.7455336297490416,1262720385053
2559,0.7455336297490416,1288490188811
5154,0.7455336297490416,1297080123414
3596,0.7455336297490416,1322849927183
4890,0.7455336297490416,1322849927196
6250,0.7455336297490416,1408749273115
3385,0.7455336297490416,1460288880647
2171,0.7455336297490416,1632087572485
2034,0.7455336297490416,25769803780
6091,0.7455336297490416,60129542180
3646,0.7455336297490416,146028888083
1729,0.7455336297490416,154618822658
5834,0.7455336297490416,188978561060
2017,0.7455336297490416,223338299399
5700,0.7455336297490416,231928234007
3181,0.7455336297490416,300647710732
4388,0.7455336297490416,360777252886
4438,0.7455336297490416,386547056663
5323,0.7455336297490416,386547056670
4901,0.7455336297490416,420906795035
2330,0.7455336297490416,481036337160
1851,0.7455336297490416,584115552262
5956,0.7455336297490416,592705486872
3871,0.7455336297490416,635655159821
4113,0.7455336297490416,670014898186
6294,0.7455336297490416,670014898200
1172,1.5849263427812372,0
2422,0.7455336297490416,807453851651
5172,0.7455336297490416,807453851666
3081,0.7455336297490416,816043786252
4190,0.7455336297490416,816043786261
4098,0.7455336297490416,1056561954833
5908,0.7455336297490416,1056561954843
778,0.7455336297490416,1056561954853
679,0.7455336297490416,1073741824036
5175,0.7455336297490416,1082331758605
149,0.7455336297490416,1236950581252
6362,0.7455336297490416,1236950581279
1042,0.7455336297490416,1245540515840
3621,0.7455336297490416,1279900254226
2104,0.7455336297490416,1340029796354
2893,0.7455336297490416,1340029796359
4475,0.7455336297490416,1529008357392
1219,3.9232946452680793,0
6340,0.7455336297490416,1623497637926
972,0.7455336297490416,1640677507104
4268,0.7455336297490416,1649267441683
6144,0.7455336297490416,1700807049238
5925,0.7455336297490416,22
2110,0.7455336297490416,8589934596
2464,0.7455336297490416,8589934599
447,0.7455336297490416,25769803793
205,0.7455336297490416,42949672966
1943,0.7455336297490416,120259084293
4823,0.7455336297490416,163208757278
786,0.7455336297490416,171798691870
2816,0.7455336297490416,231928233994
6334,0.7455336297490416,249108103201
2703,0.7455336297490416,309237645324
5712,0.7455336297490416,335007449112
785,0.7455336297490416,352187318302
1550,0.7455336297490416,515396075520
2719,0.7455336297490416,609885356041
2280,0.7455336297490416,627065225222
3348,0.7455336297490416,652835029003
4137,0.7455336297490416,661424963596
5683,0.7455336297490416,661424963610
4697,0.7455336297490416,747324309524
840,0.7455336297490416,747324309544
4895,0.7455336297490416,867583393813
3109,0.7455336297490416,893353197584
5535,0.7455336297490416,910533066772
2834,0.7455336297490416,1005022347276
5138,0.7455336297490416,1005022347289
2175,0.7455336297490416,1013612281863
2987,0.7455336297490416,1022202216461
3657,0.7455336297490416,1047972020246
4707,0.7455336297490416,1082331758603
1622,0.7455336297490416,1090921693185
2771,0.7455336297490416,1090921693191
4283,0.7455336297490416,1151051235349
3885,0.7455336297490416,1279900254228
3116,0.7455336297490416,1305670057992
2368,0.7455336297490416,1322849927176
3810,0.7455336297490416,1391569403913
6052,0.7455336297490416,1425929142298
2828,0.7455336297490416,1434519076872
400,0.7455336297490416,1451698946061
3588,0.7455336297490416,1460288880649
5928,0.7455336297490416,1460288880666
2404,0.7455336297490416,1494648619017
1102,0.7455336297490416,1580547964928
5259,0.7455336297490416,1614907703318
4375,0.7455336297490416,1649267441684
504,4.703589514158004,816043786268
3652,0.7455336297490416,25769803789
5986,0.7455336297490416,34359738392
2948,0.7455336297490416,51539607563
5475,0.7455336297490416,94489280534
433,0.7455336297490416,103079215119
5199,0.7455336297490416,146028888098
5471,0.7455336297490416,163208757281
1010,1.2612683373374463,0
6238,0.7455336297490416,395136991261
3748,0.7455336297490416,429496729624
5677,0.7455336297490416,438086664213
6160,0.7455336297490416,472446402589
3436,0.7455336297490416,566935683085
5789,0.7455336297490416,695784701984
6361,0.7455336297490416,712964571157
6108,0.7455336297490416,807453851673
3094,0.7455336297490416,876173328392
4660,0.7455336297490416,962072674318
5088,0.7455336297490416,1022202216471
2452,0.7455336297490416,1047972020240
3169,0.7455336297490416,1073741824010
277,0.7455336297490416,1082331758599
143,0.7455336297490416,1176821039105
1,2.128925707389726,0
3219,0.7455336297490416,1236950581260
5447,0.7455336297490416,1262720385049
5923,0.7455336297490416,1279900254245
4152,0.7455336297490416,1529008357389
5003,0.7455336297490416,1589137899540
3404,0.7455336297490416,1597727834125
2651,0.7455336297490416,1606317768714
2973,0.7455336297490416,1649267441676
4005,0.7455336297490416,1692217114632
2136,0.7455336297490416,7
3266,0.7455336297490416,25769803787
6212,0.7455336297490416,51539607586
4215,0.7455336297490416,111669149712
670,0.7455336297490416,188978561063
4278,0.7455336297490416,197568495631
2889,0.7455336297490416,206158430224
951,0.7455336297490416,240518168616
2570,0.7455336297490416,257698037768
5457,0.7455336297490416,360777252892
5791,0.7455336297490416,498216206368
1639,0.7455336297490416,523986010116
6008,0.7455336297490416,532575944734
5501,0.7455336297490416,566935683099
5521,0.7455336297490416,584115552277
6164,0.7455336297490416,678604832813
2163,0.7455336297490416,687194767367
3603,0.7455336297490416,712964571148
5529,0.7455336297490416,730144440352
2927,0.7455336297490416,773094113289
4746,0.7455336297490416,884763263004
3701,0.7455336297490416,979252543502
3009,0.7455336297490416,1022202216462
2553,0.7455336297490416,1073741824004
1376,0.7455336297490416,1254130450435
5074,0.7455336297490416,1288490188835
5895,0.7455336297490416,1288490188846
1463,0.7455336297490416,1314259992577
4519,0.7455336297490416,1322849927191
5083,0.7455336297490416,1331439861782
1287,0.7455336297490416,1443109011461
5263,0.7455336297490416,1477468749851
735,3.8314775400073238,0
4629,0.7455336297490416,1614907703313
196,1.1571465136861419,0
5458,0.7455336297490416,85899345941
2846,0.7455336297490416,120259084300
4147,0.7455336297490416,188978561040
